DateTime,Year,Month,Date,Hour,Minute,Second
2020-04-04 23:57:58,2020,4,4,23,57,58
2020-04-04 23:58:14,2020,4,4,23,58,14
2020-04-04 23:58:23,2020,4,4,23,58,23
2020-04-04 23:58:49,2020,4,4,23,58,49
2020-04-04 23:58:58,2020,4,4,23,58,58
2020-04-04 23:59:49,2020,4,4,23,59,49
2020-04-05 00:00:10,2020,4,5,0,0,10
2020-04-05 00:00:43,2020,4,5,0,0,43
2020-04-05 00:00:47,2020,4,5,0,0,47
2020-04-05 00:01:11,2020,4,5,0,1,11
2020-04-05 00:01:16,2020,4,5,0,1,16
2020-04-05 00:01:21,2020,4,5,0,1,21
2020-04-05 00:01:42,2020,4,5,0,1,42
2020-04-05 00:01:45,2020,4,5,0,1,45
2020-04-05 00:01:49,2020,4,5,0,1,49
2020-04-05 00:01:52,2020,4,5,0,1,52
2020-04-05 00:01:55,2020,4,5,0,1,55
2020-04-05 00:04:25,2020,4,5,0,4,25
2020-04-05 00:04:26,2020,4,5,0,4,26
2020-04-05 00:04:28,2020,4,5,0,4,28
2020-04-05 00:04:33,2020,4,5,0,4,33
2020-04-05 00:04:39,2020,4,5,0,4,39
2020-04-05 00:04:45,2020,4,5,0,4,45
2020-04-05 00:04:52,2020,4,5,0,4,52
2020-04-05 00:05:01,2020,4,5,0,5,1
2020-04-05 00:05:17,2020,4,5,0,5,17
2020-04-05 00:05:20,2020,4,5,0,5,20
2020-04-05 00:05:26,2020,4,5,0,5,26
2020-04-05 00:05:39,2020,4,5,0,5,39
2020-04-05 00:05:42,2020,4,5,0,5,42
2020-04-05 00:06:29,2020,4,5,0,6,29
2020-04-05 00:07:31,2020,4,5,0,7,31
2020-04-05 00:07:46,2020,4,5,0,7,46
2020-04-05 00:07:58,2020,4,5,0,7,58
2020-04-05 00:08:01,2020,4,5,0,8,1
2020-04-05 00:08:03,2020,4,5,0,8,3
2020-04-05 00:08:09,2020,4,5,0,8,9
2020-04-05 00:08:12,2020,4,5,0,8,12
2020-04-05 00:08:33,2020,4,5,0,8,33
2020-04-05 00:08:36,2020,4,5,0,8,36
2020-04-05 00:10:59,2020,4,5,0,10,59
2020-04-05 00:11:10,2020,4,5,0,11,10
2020-04-05 00:12:00,2020,4,5,0,12,0
2020-04-05 00:12:30,2020,4,5,0,12,30
2020-04-05 00:12:49,2020,4,5,0,12,49
2020-04-05 00:13:02,2020,4,5,0,13,2
2020-04-05 00:13:08,2020,4,5,0,13,8
2020-04-05 00:13:18,2020,4,5,0,13,18
2020-04-05 00:13:50,2020,4,5,0,13,50
2020-04-05 00:14:42,2020,4,5,0,14,42
2020-04-05 00:15:02,2020,4,5,0,15,2
2020-04-05 00:15:07,2020,4,5,0,15,7
2020-04-05 00:16:28,2020,4,5,0,16,28
2020-04-05 00:17:13,2020,4,5,0,17,13
2020-04-05 00:17:28,2020,4,5,0,17,28
2020-04-05 00:17:36,2020,4,5,0,17,36
2020-04-05 00:17:40,2020,4,5,0,17,40
2020-04-05 00:17:44,2020,4,5,0,17,44
2020-04-05 00:18:12,2020,4,5,0,18,12
2020-04-05 00:18:58,2020,4,5,0,18,58
2020-04-05 00:19:03,2020,4,5,0,19,3
2020-04-05 00:19:12,2020,4,5,0,19,12
2020-04-05 00:19:29,2020,4,5,0,19,29
2020-04-05 00:19:40,2020,4,5,0,19,40
2020-04-05 00:19:49,2020,4,5,0,19,49
2020-04-05 00:19:53,2020,4,5,0,19,53
2020-04-05 00:20:02,2020,4,5,0,20,2
2020-04-05 00:21:01,2020,4,5,0,21,1
2020-04-05 00:21:26,2020,4,5,0,21,26
2020-04-05 00:21:38,2020,4,5,0,21,38
2020-04-05 00:32:42,2020,4,5,0,32,42
2020-04-05 00:32:48,2020,4,5,0,32,48
2020-04-05 00:40:07,2020,4,5,0,40,7
2020-04-05 00:40:51,2020,4,5,0,40,51
2020-04-05 00:49:26,2020,4,5,0,49,26
2020-04-05 01:10:58,2020,4,5,1,10,58
2020-04-05 01:11:04,2020,4,5,1,11,4
2020-04-05 02:14:45,2020,4,5,2,14,45
2020-04-05 02:15:20,2020,4,5,2,15,20
2020-04-05 02:15:22,2020,4,5,2,15,22
2020-04-05 04:08:54,2020,4,5,4,8,54
2020-04-05 04:58:09,2020,4,5,4,58,9
2020-04-05 05:29:38,2020,4,5,5,29,38
2020-04-05 05:54:01,2020,4,5,5,54,1
2020-04-05 06:18:41,2020,4,5,6,18,41
2020-04-05 06:23:37,2020,4,5,6,23,37
2020-04-05 06:24:51,2020,4,5,6,24,51
2020-04-05 06:24:55,2020,4,5,6,24,55
2020-04-05 06:24:58,2020,4,5,6,24,58
2020-04-05 06:25:02,2020,4,5,6,25,2
2020-04-05 06:25:45,2020,4,5,6,25,45
2020-04-05 07:26:29,2020,4,5,7,26,29
2020-04-05 07:38:29,2020,4,5,7,38,29
2020-04-05 08:59:57,2020,4,5,8,59,57
2020-04-05 09:00:03,2020,4,5,9,0,3
2020-04-05 09:00:09,2020,4,5,9,0,9
2020-04-05 09:00:13,2020,4,5,9,0,13
2020-04-05 09:00:20,2020,4,5,9,0,20
2020-04-05 09:04:22,2020,4,5,9,4,22
2020-04-05 09:04:40,2020,4,5,9,4,40
2020-04-05 09:04:46,2020,4,5,9,4,46
2020-04-05 09:06:01,2020,4,5,9,6,1
2020-04-05 09:06:06,2020,4,5,9,6,6
2020-04-05 09:06:08,2020,4,5,9,6,8
2020-04-05 09:06:11,2020,4,5,9,6,11
2020-04-05 09:06:14,2020,4,5,9,6,14
2020-04-05 09:06:17,2020,4,5,9,6,17
2020-04-05 09:06:20,2020,4,5,9,6,20
2020-04-05 09:06:23,2020,4,5,9,6,23
2020-04-05 09:06:26,2020,4,5,9,6,26
2020-04-05 09:13:32,2020,4,5,9,13,32
2020-04-05 09:13:35,2020,4,5,9,13,35
2020-04-05 09:13:41,2020,4,5,9,13,41
2020-04-05 09:13:45,2020,4,5,9,13,45
2020-04-05 09:13:48,2020,4,5,9,13,48
2020-04-05 09:13:51,2020,4,5,9,13,51
2020-04-05 09:13:54,2020,4,5,9,13,54
2020-04-05 09:13:57,2020,4,5,9,13,57
2020-04-05 09:44:55,2020,4,5,9,44,55
2020-04-05 09:45:01,2020,4,5,9,45,1
2020-04-05 09:45:07,2020,4,5,9,45,7
2020-04-05 09:45:10,2020,4,5,9,45,10
2020-04-05 09:45:13,2020,4,5,9,45,13
2020-04-05 09:45:17,2020,4,5,9,45,17
2020-04-05 10:49:55,2020,4,5,10,49,55
2020-04-05 10:50:34,2020,4,5,10,50,34
2020-04-05 10:54:12,2020,4,5,10,54,12
2020-04-05 11:10:03,2020,4,5,11,10,3
2020-04-05 11:22:18,2020,4,5,11,22,18
2020-04-05 11:22:24,2020,4,5,11,22,24
2020-04-05 11:22:30,2020,4,5,11,22,30
2020-04-05 12:24:46,2020,4,5,12,24,46
2020-04-05 12:24:52,2020,4,5,12,24,52
2020-04-05 12:24:58,2020,4,5,12,24,58
2020-04-05 12:25:04,2020,4,5,12,25,4
2020-04-05 13:31:53,2020,4,5,13,31,53
2020-04-05 13:32:29,2020,4,5,13,32,29
2020-04-05 13:38:57,2020,4,5,13,38,57
2020-04-05 14:06:35,2020,4,5,14,6,35
2020-04-05 14:06:41,2020,4,5,14,6,41
2020-04-05 14:06:47,2020,4,5,14,6,47
2020-04-05 14:06:53,2020,4,5,14,6,53
2020-04-05 14:15:28,2020,4,5,14,15,28
2020-04-05 14:15:31,2020,4,5,14,15,31
2020-04-05 14:15:34,2020,4,5,14,15,34
2020-04-05 14:15:37,2020,4,5,14,15,37
2020-04-05 14:15:40,2020,4,5,14,15,40
2020-04-05 14:15:43,2020,4,5,14,15,43
2020-04-05 14:15:52,2020,4,5,14,15,52
2020-04-05 14:15:55,2020,4,5,14,15,55
2020-04-05 14:15:58,2020,4,5,14,15,58
2020-04-05 14:16:01,2020,4,5,14,16,1
2020-04-05 14:19:47,2020,4,5,14,19,47
2020-04-05 14:37:19,2020,4,5,14,37,19
2020-04-05 14:39:31,2020,4,5,14,39,31
2020-04-05 15:05:55,2020,4,5,15,5,55
2020-04-05 15:07:05,2020,4,5,15,7,5
2020-04-05 15:07:11,2020,4,5,15,7,11
2020-04-05 15:30:55,2020,4,5,15,30,55
2020-04-05 15:31:08,2020,4,5,15,31,8
2020-04-05 15:48:26,2020,4,5,15,48,26
2020-04-05 15:59:41,2020,4,5,15,59,41
2020-04-05 16:00:41,2020,4,5,16,0,41
2020-04-05 16:09:30,2020,4,5,16,9,30
2020-04-05 16:20:25,2020,4,5,16,20,25
2020-04-05 16:25:28,2020,4,5,16,25,28
2020-04-05 16:28:30,2020,4,5,16,28,30
2020-04-05 16:29:11,2020,4,5,16,29,11
2020-04-05 16:29:16,2020,4,5,16,29,16
2020-04-05 16:30:50,2020,4,5,16,30,50
2020-04-05 16:33:35,2020,4,5,16,33,35
2020-04-05 16:33:37,2020,4,5,16,33,37
2020-04-05 16:36:41,2020,4,5,16,36,41
2020-04-05 16:50:08,2020,4,5,16,50,8
2020-04-05 16:59:54,2020,4,5,16,59,54
2020-04-05 17:00:09,2020,4,5,17,0,9
2020-04-05 17:00:36,2020,4,5,17,0,36
2020-04-05 17:04:56,2020,4,5,17,4,56
2020-04-05 17:31:56,2020,4,5,17,31,56
2020-04-05 17:32:35,2020,4,5,17,32,35
2020-04-05 17:33:48,2020,4,5,17,33,48
2020-04-05 17:34:35,2020,4,5,17,34,35
2020-04-05 17:35:03,2020,4,5,17,35,3
2020-04-05 17:35:05,2020,4,5,17,35,5
2020-04-05 17:35:07,2020,4,5,17,35,7
2020-04-05 17:36:36,2020,4,5,17,36,36
2020-04-05 17:45:45,2020,4,5,17,45,45
2020-04-05 17:47:49,2020,4,5,17,47,49
2020-04-05 18:04:42,2020,4,5,18,4,42
2020-04-05 18:05:14,2020,4,5,18,5,14
2020-04-05 18:05:22,2020,4,5,18,5,22
2020-04-05 18:05:24,2020,4,5,18,5,24
2020-04-05 18:05:43,2020,4,5,18,5,43
2020-04-05 18:05:47,2020,4,5,18,5,47
2020-04-05 18:05:49,2020,4,5,18,5,49
2020-04-05 18:06:03,2020,4,5,18,6,3
2020-04-05 18:06:07,2020,4,5,18,6,7
2020-04-05 18:06:12,2020,4,5,18,6,12
2020-04-05 18:31:35,2020,4,5,18,31,35
2020-04-05 18:32:26,2020,4,5,18,32,26
2020-04-05 18:58:39,2020,4,5,18,58,39
2020-04-05 19:02:09,2020,4,5,19,2,9
2020-04-05 19:02:18,2020,4,5,19,2,18
2020-04-05 19:02:21,2020,4,5,19,2,21
2020-04-05 19:03:06,2020,4,5,19,3,6
2020-04-05 19:11:00,2020,4,5,19,11,0
2020-04-05 19:11:03,2020,4,5,19,11,3
2020-04-05 19:11:25,2020,4,5,19,11,25
2020-04-05 19:13:02,2020,4,5,19,13,2
2020-04-05 19:14:47,2020,4,5,19,14,47
2020-04-05 19:16:29,2020,4,5,19,16,29
2020-04-05 19:16:44,2020,4,5,19,16,44
2020-04-05 19:20:02,2020,4,5,19,20,2
2020-04-05 19:28:45,2020,4,5,19,28,45
2020-04-05 19:29:14,2020,4,5,19,29,14
2020-04-05 19:41:07,2020,4,5,19,41,7
2020-04-05 19:52:18,2020,4,5,19,52,18
2020-04-05 19:52:27,2020,4,5,19,52,27
2020-04-05 19:56:32,2020,4,5,19,56,32
2020-04-05 19:56:38,2020,4,5,19,56,38
2020-04-05 19:56:44,2020,4,5,19,56,44
2020-04-05 20:06:07,2020,4,5,20,6,7
2020-04-05 20:06:16,2020,4,5,20,6,16
2020-04-05 20:07:22,2020,4,5,20,7,22
2020-04-05 20:10:27,2020,4,5,20,10,27
2020-04-05 20:13:30,2020,4,5,20,13,30
2020-04-05 20:28:19,2020,4,5,20,28,19
2020-04-05 20:28:37,2020,4,5,20,28,37
2020-04-05 20:28:43,2020,4,5,20,28,43
2020-04-05 20:44:09,2020,4,5,20,44,9
2020-04-05 21:02:34,2020,4,5,21,2,34
2020-04-05 22:01:32,2020,4,5,22,1,32
2020-04-05 22:14:28,2020,4,5,22,14,28
2020-04-05 22:35:37,2020,4,5,22,35,37
2020-04-05 22:43:08,2020,4,5,22,43,8
2020-04-05 22:43:17,2020,4,5,22,43,17
2020-04-05 22:43:23,2020,4,5,22,43,23
2020-04-05 22:43:32,2020,4,5,22,43,32
2020-04-05 22:47:17,2020,4,5,22,47,17
2020-04-05 22:48:05,2020,4,5,22,48,5
2020-04-05 22:49:31,2020,4,5,22,49,31
2020-04-05 22:50:06,2020,4,5,22,50,6
2020-04-05 22:54:01,2020,4,5,22,54,1
2020-04-05 22:54:22,2020,4,5,22,54,22
2020-04-05 22:55:59,2020,4,5,22,55,59
2020-04-05 22:56:11,2020,4,5,22,56,11
